	Date	User	Tweet	Coordinates	Location
140	2023-01-31 18:48:12+00:00	s_108	@NikiasMolina Can you step pair this to cable TV? (Rather then just Apple TV stuff)		leicester
141	2023-01-31 18:47:39+00:00	s_108	@followhomekit Can you step pair this to cable TV? (Rather then just Apple TV stuff)		leicester
142	2023-01-31 18:22:45+00:00	ScruffyNerfer	@saturnitegaming @SneakEnergy I don't like sour apple. Everything else is good. Breakfast orange though is God tier		Nottingham, UK
143	2023-01-31 17:55:35+00:00	stephenbrader	@domenucakar @sondesix S20 and s21 had 4000mah though and its not really samsungs optimsation more so down to bad chips 8 gen 2 is much better but not on par with apple but thats not qc fault thats the terrible arm cortex cores especially the mid and efficiency cores those are terrible		Leicester, England
144	2023-01-31 17:17:53+00:00	only1daveoakley	@ukhomeoffice @SuellaBraverman I bet even her family think she's a rotten apple.		East Midlands, England
145	2023-01-31 16:16:39+00:00	BirgitteSBow	"@WoTMatsPips *Shakes a very queer fist at Pips' mum*
Love, apples and sugar lumps for you, best of horses."		Leicester, England
146	2023-01-31 16:04:02+00:00	dark98rises	@ARRAddict_Ofcl Apple Music Subscribe Pannu 😂		Gotham City
147	2023-01-31 15:34:23+00:00	MichaelVickers_	Absolute game changer - can’t wait to start making music on this. Buzzing to have been able to get a grant for it via Leicester Council. nervous walk through LC to the van carrying this around . starting to feel bad about pushing that old woman over now…. #apple #macstudio https://t.co/3s7AmVEawk		Leicester, England
148	2023-01-31 14:53:17+00:00	Joejoesbakes	It's great to team up with our local community group Croft Good Neighbors again this year to provide the cupcakes for their users. These were a cinammon spiced cupcakes with a apple compote center topped with a fondant Snowdrop which is over of the flowers for January https://t.co/EP51HgbdY9	Coordinates(longitude=-1.250314, latitude=52.5500843)	Leicester, England
149	2023-01-31 14:01:37+00:00	SuperSaf	Everything you need to know about the @Apple HomePod 2nd Gen in under 1 minute 😎 https://t.co/TDqsO5ax1P	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, UK
150	2023-01-31 13:46:35+00:00	ARC_EM	"We are pleased to announce #funding for a @ARC_EM #PhD studentship!

🎓PhD to complement our existing work programme
🎓Award will be made at UKR&amp;I Home rates
🎓Applications close 01.05.23 

Apple here: 
🔗https://t.co/2wfw5G9lx4

#HSR #EastMidlands #postgraduate #research https://t.co/X0uITgBwsj"		East Midlands
151	2023-01-31 12:48:46+00:00	LeendorM	My favorite activity is studying my preferred brands in class every day. If you are familiar with me, then you are aware that I have always been passionate about Coca Cola, Apple, and Cadbury brands, and I have the opportunity to delve into them on a daily 😍🥰💃	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
152	2023-01-31 12:01:34+00:00	_APEXnow_	@TechBurritoUno I ate Apple pi and it was delicious		Nottingham, England
153	2023-01-31 11:37:37+00:00	richgascoigne	@VodafoneUK Can I get some help on re-adding my one plan to my cellular Apple Watch ultra?		Nottingham
154	2023-01-31 11:06:34+00:00	DamienMcFerran	@Captain_Pixel @RetroGamer_Daz @AppleMusic Are there are options for uploading / streaming your music that aren't garbage?		Loughborough, UK
155	2023-01-31 11:06:26+00:00	DamienMcFerran	@Captain_Pixel @RetroGamer_Daz @AppleMusic The way these huge companies treat their customers is quite annoying. I uploaded all of my music to Google Music (and bought a bunch of stuff on it, too) only for them to shutter it and port it all over to YouTube Music, which is a much worse service		Loughborough, UK
156	2023-01-31 09:44:33+00:00	ConnectedSys	The first iPhone cost $499 when it was released in 2007? The latest iPhone 14 starts at $829 – that’s quite the jump. Where will phone pricing go next? #Apple #iPhone #PriceRise https://t.co/iWAeu9afNw		Nottingham, East Midlands
157	2023-01-31 06:57:14+00:00	spread72	@greg_jenner It’s fantastic!  Binged both series in a week. Can’t say the same for the Apple TV+ app through sky Q though, glitching and sending me to another episode or back to the beginning. 😡		Leicester
158	2023-01-30 23:54:57+00:00	StuartDessler	@ianzelbo I’ve never ever heard anyone say any of those Apple words for non Apple things… ever…		Leicester, England
159	2023-01-30 23:40:12+00:00	mychaelnsalmon	@nbtruth1 @piersmorgan It is just bad apples.. yet it seems these bad apples have a particular target don’t you think. Do the maths on how often other groups have been treated I. The same manner	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
160	2023-01-30 22:26:36+00:00	ShokerMotion	@A_W_M_B I have a Samsung Galaxy most days which is great and looks good too (unless you're an Apple iPhone user lol.) Or Fitbit? Both are half the price of an Apple watch		Nottingham, UK
161	2023-01-30 21:51:28+00:00	emmadonaldson05	@CurrysServices hi. I’m just wondering if you could tell me when you are getting more stock of the Apple AirPods Max please.		Nottingham, UK 
162	2023-01-30 21:49:06+00:00	emmadonaldson05	@O2 I am just wondering if you could tell me when you are getting some more stock in of the Apple AirPods Max please.		Nottingham, UK 
163	2023-01-30 20:02:02+00:00	Maindeleger	@DavidCl91335700 @di_a__n_a You set me it the right direction! Wormy apple =9. Wormy 6-leaf=9. (3x9)-9=18		Loughborough UK
164	2023-01-30 19:37:16+00:00	Defy_Norm	"Harrowing images of cobalt mines in Congo where kids dig for $2/day

They dig for cobalt, the chemical element that is used in almost every tech product on the market today 
Apple, Tesla, Samsung and Microsoft are the other end of the complex supply chain
https://t.co/0EtOcDdmBu"		Gotham 
165	2023-01-30 19:32:52+00:00	sjjc16	Have just changed phones which means I'm looking for a music streaming app, ideally a free one, was looking at Tidal. Anyone know if they do a free version, not bothered about ads, just don't want to lose my library like I have with Apple Music because it's behind a paywall.		Nottingham
166	2023-01-30 19:31:49+00:00	Marsh2525	Eli Apple been quiet lately, you dish all that shit out, people would have respected you more if you took it and fought back, just makes them even more of an unlikable team		Gotham
167	2023-01-30 19:13:42+00:00	faizolana	She said return the Apple Watch 😂😭		East midlands
168	2023-01-30 18:02:36+00:00	CJohno1990	@karimmcfc You don’t need his bad/negative energy around the club upsetting the apple cart. Had to go ASAP. Pep made the right decision to axe him. No player is bigger than the football club.		Nottingham, England UK
169	2023-01-30 17:58:41+00:00	NotThatShaz	"Haven't used Apple TV in like a month. Popped on to cancel my subscription before my trial is up and there's a new season of Servant 😭 back to an Apple TV binge.

Seriously though, the worst streaming app followed by Paramount+"		𝕷𝖊𝖎𝖈𝖊𝖘𝖙𝖊𝖗 
170	2023-01-30 17:23:01+00:00	photographer307	@ylihao @ianzelbo Apple Watch Ultra Mini, that name would be too long imo.		East Midlands, England
171	2023-01-30 17:22:59+00:00	BankzyNFFC	@_K8HG @Wrightreportt Wasn’t the cigar reference towards Apple ect who were lighting cigars after the Bills game?		Nottingham 
172	2023-01-30 17:17:30+00:00	photographer307	@ianzelbo ‘Apple Watch Pro’ is what I think the name of the smaller one would be.		East Midlands, England
173	2023-01-30 17:03:42+00:00	TheStockJoker1	@hlhbee Apple auto correct is really something else. I myself have DUG holes*		Gotham
174	2023-01-30 16:45:05+00:00	viciouspanda	"option/right-clicking on a clock/calendar should elicit in the menu ""copy date+time"" (+maybe location, if you are a sucker who shares that with the world). Not sure how many devices, OS revisions do this. 
MY IDEA™®=PAY ME!
@Windows @Android @Apple @SamsungMobile @LineageAndroid"		Gotham
175	2023-01-30 16:43:13+00:00	L0Usilver	Apples are one of your five-a-day, right? https://t.co/LEYn11Q0Fn		Nottingham, England
176	2023-01-30 16:39:00+00:00	FreezemySnowbal	"We have 1000s of reviews across 🇬🇧 and America 🇺🇸 Snowball is TripAdvisor for the disabled community. Download the app now.

‘Where will your Snowball journey take you today?’

Apple https://t.co/NgaKhRiJlT
Android https://t.co/5FUmCzTmko https://t.co/IcKSvKLAlF"		Leicester, England
177	2023-01-30 15:26:04+00:00	timdnottingham	@Tesco can someone explain why the contactless readers in-store are so terrible at picking up apple pay and Google pay signals? I'm having to remove my phone from its case to pay with my pixel 6 which is now causing damage to the case!		Leicester
178	2023-01-30 15:07:14+00:00	stephenbrader	@_furnx @TheGalox_ In gpu performance its faster thats what he said before the cpu would have no chance of catching up until nuvia cores come to mobile probably not til 2024 or 2025. The gpu is only faster because they had to reuse the same gpu in a16 so it gave qc the chance to overtake apple		Leicester, England
179	2023-01-30 14:57:16+00:00	StevePa58141908	@BadVaccineTakes There's a much, much longer list floating around somewhere which shows the chemical composition of an apple.		Leicester, England
180	2023-01-30 14:39:16+00:00	weIIiwonder	listening to fiona apple to purposely put myself in a bad mood	Coordinates(longitude=-1.187247, latitude=52.556333)	leicester 19 she/her
181	2023-01-30 13:34:35+00:00	Ranger_Z14	Eli Apple awfully quiet 🤫🤣 #NFLPlayoffs		Gotham 
182	2023-01-30 12:23:56+00:00	IntrepidusOne	"@BlackkBoye @Confusingqt ... don't be scared but as Lucas said be careful and don't be stupid and you will be fine, anyone going Sight seeing that isn't a Londoner or at least from the UK be smart with what you take out with you

For example: you don't need a Apple Watch on for going to see the palace"		Nottingham, England, UK
183	2023-01-30 12:00:31+00:00	NBS_NTU	"Have you listened to our latest podcast yet? 🎙

This episode is a discussion with three female leaders who say there needs to be a culture change to address gender gaps in the workplace.

Listen: https://t.co/v0GyvayTaZ

Also available on Spotify, Apple and Google Podcasts. https://t.co/6Hq7IugjGI"		Nottingham, England
184	2023-01-30 11:04:41+00:00	Makinov	We cleared @MoranEmma #Extraordinary over the last 3 days and loved it. Season 2 can’t come soon enough after that cliffhanger! @wildsocialuk spent last night putting a playlist together of the music featured in the show on Apple Music https://t.co/B0p33WtvsJ		Nottingham, England
185	2023-01-30 06:00:53+00:00	MoatCollege	"Moat have partnered with Weduc to provide a communication app that cuts through the noise of emails, texts, letters and phone calls. @WeducUK 
Find out more and download it for free on
Apple
https://t.co/ICBXRf7ntI
or Android
https://t.co/2MpVv2J89C https://t.co/710jZ7LTf0"		Leicester, UK
186	2023-01-30 03:36:07+00:00	Tyliebs	Eli Apple can go to Cancun now!		Gotham City
187	2023-01-30 03:14:43+00:00	KhozaLeroi	They need to start cooking Eli apple		Gotham
188	2023-01-30 03:11:09+00:00	aliveforevr	Thank God for the eli apple jinx		Gotham
189	2023-01-30 03:04:57+00:00	Woods_TheTiger	Let the roast of Eli Apple begin		Gotham City
190	2023-01-30 02:49:12+00:00	GothamOutsiders	"‼️🦇 AVAILABLE NOW 🦇‼️
Interview with @MarcusTo 

Spotify: https://t.co/OdWwVi3OFf
Apple: https://t.co/rIbqWW9iVp
Google: https://t.co/RuBF15G7TM
Amazon: https://t.co/Ju3aD7pORV https://t.co/43WhR6slb7"		Gotham City
191	2023-01-30 02:28:36+00:00	ThickkyyPiggyy	I do love a Eli Apple fuck up tho		Gotham City 
192	2023-01-30 02:27:37+00:00	Clssique	Eli Apple has the worst timing on and off the field bruh		Gotham
193	2023-01-30 02:27:13+00:00	Mack_Attack52	eli apple is ass☠️		Gotham
194	2023-01-30 01:11:44+00:00	JackNap69203843	"@JayRodDogg @KevZCastle As for Chyna. Apple to Oranges. There was no Women’s division in her time. And when there was one she barely wrestled in it. 

Also face the facts. Chyna got over because a lot of the men put her over."		Gotham City
195	2023-01-30 01:11:20+00:00	westknighton	@lxthrdg I brought my iphone X into an Apple shop to get the battery checked - they said it was faulty but there were too many other faults to repair it so for the cost of a new battery (£64 I think) they replaced the whole phone for a new iPhone X.		Wigston Magna 
196	2023-01-29 23:27:46+00:00	ItAintWhoItIs	Eli Apple bout to get Player of the Game		Gotham City
197	2023-01-29 23:07:04+00:00	joylessdave	@powerm1985 Don't touch apple with a barge poll.   Get your self a decent pc and learn davinci resolve for editing		Leicester, England
198	2023-01-29 22:59:09+00:00	NFFC1975	"@DonaldJTrumpJr Wonder what would happen if all Memphis police walked out due to defunding, the town would resemble the Purge
You need the police, there's bad apples in all carts but remember they aren't all bad
Teachers aren't all pedophiles and doctors/nurses aren't all murderers so all cops.."		Nottingham, England
199	2023-01-29 22:25:19+00:00	ZBrag101	"@Brad02928140 @the_only_andy @saiyan_hylian @IGN You said she shouldn't call those bad apples out,

Why are you defending the bad apples if they are not the majority of the fanbase? https://t.co/OOu6mWRbhS"		Gotham City
200	2023-01-29 22:10:37+00:00	ZBrag101	"@Brad02928140 @the_only_andy @saiyan_hylian @IGN ""Theyre a fans of the show""

If these are fans of the show, then they are horrible people,

What kind of fanbase harass and attack an actress for not wearing revealing clothes?

Each fanbase has it's bad apples, sure,

But are you saying all Cowboy Bebop fans are bad apples?🤨"		Gotham City
201	2023-01-29 20:35:02+00:00	CornerofCraft	@AGamerCrafting I used to love making green apple, pineapple, and cucumber juice. Maybe some extra greens if we had them. So delicious and refreshing.		Nottingham, England
202	2023-01-29 18:25:50+00:00	Marcie4LOC	Apple cider tablets. Anyone tried them?  My review after a month of taking. Improved skin. https://t.co/GmNCcaoaMN		
203	2023-01-29 16:37:22+00:00	bella_salty	Red Crystal Apple Keyring - Etsy UK #apple #sparkle #valentines  https://t.co/Q0BdDPMWPV		nottingham
204	2023-01-29 14:22:57+00:00	JLWarlow	@TheGalox_ Apple Watch, Apple TV, iPad and AirPods all working together really easily. If I have issue with any just pop into Apple Store, done need to send phone away for a few days. If it’s bad get instant replacement and phone restores from iCloud better than anything else I’ve seen		East Midlands, England
205	2023-01-29 14:14:54+00:00	PlusTovell	Slow roast belly of pork, crackling, apple sauce, gravy. Mashed potato, cabbage, carrots, roast beetroot. Bottle of Côtes de Bourg. https://t.co/mi8XxYlZSQ		East Midlands, England
206	2023-01-29 12:46:29+00:00	tim_aikin	@henryfenbytaylo That's 4 apple trees in our little orchard now		Nottingham
207	2023-01-29 12:29:11+00:00	rutty_uk	"Liv Sin - Kali Yuga

Unfamiliar with Liv, but jeez does she have some pipes! Heavy rock with a metal edge. Liv providing everything from growls to soaring Doro-esque crooning. I'm enjoying my random Apple Music picks!

https://t.co/qhsomrbxpP"		Nottingham
208	2023-01-29 11:55:31+00:00	jetectivetomics	robin jason todd it seems i've grown quite fond of you though there are no sexual urges or desires you come to me as a long lost friend whom i once picked apples with in papa's orchard https://t.co/0y8C2rDwkz		Gotham City
209	2023-01-29 11:18:39+00:00	tim_aikin	@henryfenbytaylo coxs orange pippin apple. https://t.co/SEsgQ1mKi2		Nottingham
210	2023-01-29 09:13:56+00:00	Jovial_Jester	"FUCK @Apple 
FIX YOUR GOD DAMN FACETIME BUGS"		Gotham City
211	2023-01-29 08:59:16+00:00	LeilaGriffiths	@NaturallyFTW I try to do the same for my kids. Especially apples and grapes. But I understand they can pee some of it out so it isn't worth getting seriously broke over		East Midlands, England
212	2023-01-29 08:01:39+00:00	pidgepie	@SoVeryBritish Kicked away a crab apple fell and broke my wrist.		Nottingham
213	2023-01-29 07:31:51+00:00	lauRAWR0	@JazzAppleUK Love a Jazz apple		Nottingham
214	2023-01-29 01:20:52+00:00	ElizaWillis06	Um? Just because pee kinda looks like apple juice does not mean I have a piss kink.		Gotham
215	2023-01-28 22:44:03+00:00	MalvikaJaganmo1	"If you haven't already caught up, @Maddie__Whelan2 and I have recorded the latest ep of @PEmbarrassing: a bumper case law episode to get you on top of your CPD in the new year! Check it out on Apple Pods, Spotify or wherever you listen to your podcasts. 
https://t.co/2aSLF2CeC5"		Leicester, England
216	2023-01-28 21:29:45+00:00	MelAndGim	@complete_tripe We’re on apple and all the others… https://t.co/EBXwVspdSt		Nottingham, UK.
217	2023-01-28 20:33:58+00:00	nottscider	@immortaljohn 🙂 'Gribble' is a term used for an apple tree sapling that grows from an apple pip? So noun rather than verb. 👍		Nottingham UK
218	2023-01-28 20:33:13+00:00	SoFrolushes	Reading apple health and thankful my earphone volume average has gone down. As for the other stuff so much to read and understand. I just need to exercise more move more and shift some fat		East Midlands, England
219	2023-01-28 18:53:26+00:00	priestwendy	@rev_heather You are the second person in these thread to blow my mind with the revelation that people have cheese on apple pie! Have you met @ImogenSD 😉 I feel my eyes have been opened to a whole new culinary paradigm.		Loughborough
220	2023-01-28 17:51:22+00:00	DCAUReview	"Listen links for our latest review, where we chat about 2 more Zeta episodes! #DCAU #BringBackZeta

🍎 Apple Podcasts: https://t.co/aUpLDhzMhe

⚓️ Anchor: https://t.co/YuW1QrvhIT

🟢 Spotify: https://t.co/KBNd1Cv2UL

📺 YouTube: https://t.co/GfFiTe41qX https://t.co/zqDRjtG1Sd"		Gotham City
221	2023-01-28 17:08:48+00:00	jrsisson1978	@Rainmaker1973 Never mind the boat, what’s happening with that apple?		Nottingham, England
222	2023-01-28 14:31:51+00:00	Bodega_Papi_219	Cookie n Apple juice -Cam'ron #poojams		Gotham City
223	2023-01-28 13:52:18+00:00	stephenbrader	@MrCrapHead @sondesix Samsung has added camera features of new phone in the past to the previous model like night mode and portrait mode video came to the old model with update but apple keeps it exclusively for new model to make u buy it even though the older model would easily handle the feature		Leicester, England
224	2023-01-28 13:50:09+00:00	stephenbrader	@MrCrapHead @sondesix Each new chip isp enables them to do better proccesing without having a long shutter lag or delay proccesing it and the s21u zoom didnt get updated to make it as good as s22u there in the business of selling new phones but there not as bad as apple when it comes to this		Leicester, England
225	2023-01-28 13:40:31+00:00	nottscider	Spent morning lifting various #apple #trees, gribbles, self-set #Damson &amp; #Hazel out the garden, &amp; carting them over the road to plant up a project with the Hucknall Wildlife Group. Next is to lift &amp; split the rare Welland Valley Rhubarb. Need a few of these first - flagging! 🫤 https://t.co/IGL3NQffVV		Nottingham UK
226	2023-01-28 11:57:13+00:00	Tidy_Trees	Trimming a mixed hedge, Conifer hedge and pruning 2 Apple trees for a regular customer in Bradmore Nottingham. #TidyTrees #TreeSurgeonNottingham https://t.co/FEcG7dnGAC		Nottingham, England
227	2023-01-28 11:13:02+00:00	MatthewWalne	@stevemartincfp @Apple I don’t use Unipass but don’t want to have to write to every business to update my office address, if only  could do that!	Coordinates(longitude=-1.215135, latitude=52.580667)	England, United Kingdom
228	2023-01-28 10:55:41+00:00	ShipmanShots	Have Apple stopped doing iPods? #apple #ipod #ipodtouch #appleipod #music #applemusic		Nottingham, England
229	2023-01-28 10:30:46+00:00	TheFazed	OUT A WEEK ON MONDAY - 6TH FEB! (On all major platforms - Spotify, Amazon Music, Apple Music, ITunes etc) https://t.co/r1B5hbjof2		Leicester, UK
230	2023-01-28 09:07:40+00:00	andy_kingdon	@SustainableTall That's comparing apples with escalators. Nuclear storage involves  very bespoke subsurface facilities which by definition have multi-decade length construction in unforeseeable conditions. Solar farms are system built from uniform components on the surface.		Nottingham, England
231	2023-01-28 08:20:03+00:00	mobile_apps99	Apple makes app pricing more flexible on App Store https://t.co/NB0BB0KwJK		East Midlands, England
232	2023-01-28 08:12:17+00:00	cozmologyy	@sneaky_eclipse Apple Music &gt;		Gotham City 
233	2023-01-28 08:04:40+00:00	G__Division	Not even I’m as stubborn as Apple gatekeeping personalised ringtones and alerts in 2023.		East Midlands, United Kingdom
234	2023-01-28 06:03:35+00:00	prateekm1	"“The nitrogen in our DNA, the calcium in our teeth, the iron in our blood, the carbon in our apple pies were made in the interiors of collapsing stars. We are all stardust. The cosmos is within us. We are a way for the universe to know itself.""― Carl Sagan, Cosmos. https://t.co/ruPPP5I0t6"		Gotham
235	2023-01-28 03:54:53+00:00	BankzyNFFC	@JasonBucklen @LanceTHESPOKEN Everyone knows Arrowhead is the loudest stadium, with what Hilton is saying, how arrogant chase is and what Eli Apple was saying last year the Chiefs fans will be up for it. Ask Lawrence what happened after his comments, bro could barely hear himself think		Nottingham 
236	2023-01-28 03:01:47+00:00	RonDC27	"@ACTBrigitte Finish that saying. It’s meaningless unless you say the whole thing. 

That’s goes, “A few bad apples spoil the bunch”.

The saying has had variations for centuries. But you’re missing the point of the meaning. https://t.co/t6P4Sczez8"		Gotham City
237	2023-01-28 01:12:01+00:00	Ziggy__Mercury	Didn’t properly wash the washing up liquid out my bottle so I’m enjoying strawberry and apple dilute with a hint of fairy liquid 😍😍		Nottingham, England
238	2023-01-28 00:22:31+00:00	JavaTheBuni	@ScribblesCreme Apple cat cat meow		Bunny City 
239	2023-01-27 23:47:27+00:00	leicestermark	@JordanLukeGage Carvery followed by apple crumble. All the stodge please 😆		Leicester, England
240	2023-01-27 23:37:37+00:00	gautrek	@theJeremyVine @Lord_nikon0131 @Sh3zz4 @monsieurballard @LdnRiders @MikeyCycling @MarinaPurkiss @feckitdotcom @betterstreetskc @katherinedunne @willnorman @mzdt You really are an angry man aren't you. I thought you said the taxi was parked. So what is the problem eating an apple? Why do you filter down the side of buses , trucks and vans? I never do when filtering on my motorcycle. Too dangerous I'm afraid. Too many blind spots		Leicester, England
241	2023-01-27 23:16:37+00:00	ruth_willott	@Apple Not impressed. Lost Apple ID. Used the appropriate website - promised to send me a text (3 weeks later) - no text sent. Rang apple support, who made me do the entire above again and still no text sent. Have new computer that I can't use because no apple ID.		East Midlands, England
242	2023-01-27 20:58:31+00:00	thechamppod	"NEW EPISODE FROM OUTTA NOWHERE!

Go behind the scenes with @antmcginley and @damienstjohn and explore the flip side of the ring. 
  
🍎 Apple
https://t.co/rxDoJMgUV2

🟢 Spotify
https://t.co/PokzsCdtWt https://t.co/93iIAz0svI"		Leicester, England
243	2023-01-27 20:47:21+00:00	priestwendy	@ImogenSD Cheese or hot cross bun on apple pie?! My mind is boggled.		Loughborough
244	2023-01-27 20:27:40+00:00	MM_l_007	@jimcramer $AAPL next. The short squeeze on Apple will cause hair growth on Jim. https://t.co/YYEth5XKXn		GOTHAM
245	2023-01-27 19:32:57+00:00	MM_l_007	@NorthmanTrader Apple will beat that next $AAPL		GOTHAM
246	2023-01-27 18:56:27+00:00	AngelaBolster	@AshleyCourtTV @Apple @lawyerschiff @jackrice On fire @AshleyCourtTV @lawyerschiff @jackrice https://t.co/JIKhQl347q		Nottingham
247	2023-01-27 16:41:30+00:00	xGoKiickRockszx	"The money you spend on Netflix makes Netflix rich

The money you spend on a new iPhone makes Apple rich.

Your bills make other people rich.

When are you going to start buying assets for yourself and making yourself rich?

Assets make you rich.

Act accordingly. 👏"		Gotham
248	2023-01-27 15:25:32+00:00	stephenbrader	@HitThemHiigh @UniverseIce @rquandt Then you will never get the max brightness apple probably has higher max brightnees without auto brightness enabled but they both are the same afaik where it will activate a secret higher brightness mode if u have auto brightness enabled just enable auto brightness when outdoors		Leicester, England
249	2023-01-27 15:22:05+00:00	Gooii_Design	"What are your predictions for #AR &amp; #VR in 2023? In our latest blog, Gooii Director Phil outlines the top #XR trends for this year and what they might mean for Gooii’s clients, from Apple’s long rumoured AR headset to the exciting possibilities of #WebXR

https://t.co/tXoV4ugUo8 https://t.co/DFsQ118U7t"		Nottingham, UK
250	2023-01-27 14:48:38+00:00	jack__jonas	Mad that Apple tell you in store they can’t repair weather damage but insurance companies seem to think they can (and fail, twice) 🙄🙄		leicester
251	2023-01-27 14:42:19+00:00	Nobl3Supr3me	@DisTrackers Big Apple deserves to be liquidated for how bad their business is		Gotham City
252	2023-01-27 14:38:58+00:00	ShadesKing	@milltownbros @LlSTENlNG_PARTY Slinky is a ridiculously brilliant album. Apple Green just sneaks in as my favourite track 👍🏻♥️		East Midlands, England
253	2023-01-27 13:51:04+00:00	Keith53500291	@AngelaRayner Why should taxpayers have to fund your apple products which are not cheap		East Midlands, England
254	2023-01-27 12:15:19+00:00	PSScattergood	"@FeastFish Good question.

I'd say burrito, French fries, apples, vegan wine gums and doughnuts."		Leicester, England
255	2023-01-27 10:08:10+00:00	ConnectedSys	Last month, Apple announced the winners of its annual App Store Awards. Will any of these take over your life? #Apple #AppStoreAwards #AppWinners https://t.co/TgKO7d6xJU		Nottingham, East Midlands
256	2023-01-27 09:53:54+00:00	Matt_TrickyTree	@Tommypolee One bad apple out of 23 isn't bad going. He is utterly useless from what I've seen of him.		Nottingham, England
257	2023-01-27 09:31:00+00:00	_Tanyaartist	Buy shares to PLT, APPLE AND TESLA 🤗		East Midlands, England
258	2023-01-27 09:07:28+00:00	D16584667	@DrAnitaBEtin Because obese is a descriptive word describing a persons state of health. The N word is a straight racist insult. Apples and pears		Nottingham, England
259	2023-01-27 07:31:14+00:00	FFSPod	"#209 One In, None Out

Rob &amp; Pete bemoan the lack of transfer activity and the continuation of #LCFC poor form with deadline day approaching! 

To listen 🎧 ⬇️

🔹 Apple iTunes: https://t.co/EskRtvn9QE
🔹 SoundCloud: https://t.co/KXErE5SwTQ
🔹 Spotify: https://t.co/butjm0I6BG https://t.co/PJXMclASYw"		Leicester
260	2023-01-27 07:24:00+00:00	PlusTovell	@britsymphcup @OsakaPhil @BBCNOW The whole symphony is available on Apple Music right now		East Midlands, England
261	2023-01-27 06:03:51+00:00	DohnDoggett	@kashmechanel I ironically I scrolled past one in my Apple playlists earlier. Had a pic of the female I was with and everything. 😂😂😂		Gotham City
262	2023-01-27 03:42:18+00:00	RonDC27	@allitude You could contact Apple Care and learn how to store the audio file somewhere else		Gotham City
263	2023-01-27 03:31:42+00:00	Wayneetech	"Apple Events won't be same without his tweets☹️ Such a great tech mind.. RIP @muppathimoonu_  ""Switch to Linux""..."		Gotham
264	2023-01-27 02:55:33+00:00	Murcielagoman12	@fromlos With apple cider ?		Gotham City
265	2023-01-27 01:14:42+00:00	silverdtb	@eyesonisiss GREAT ANSWER !!! ( me when i see apple juice) https://t.co/HWWeOJ7xmH		Gotham 
266	2023-01-26 23:58:08+00:00	jamesswain92	@GaryMarriott73 @emilybastow_ They have mistaken that for 2 pints of apple juice 🤣 hope your good mate 👍		Nottingham, England
267	2023-01-26 23:36:06+00:00	SteveCampsall	@RevRichardColes Apple’s headphones (uniquely?) cut out and TV and conversation nigh on completely. They amazed me.		Loughborough
268	2023-01-26 23:23:08+00:00	Pray4TheBatman	@Project_Veritas Now you have an excuse to ditch Apple and get an Android tablet. :p		Gotham
269	2023-01-26 23:12:53+00:00	jakatta75	@VaxxersAnti Why was she passing her neighbour an apple? https://t.co/q9ybmLQtLh		Leicester, England
270	2023-01-26 22:33:10+00:00	rickeaglestone	@wts90sglory The Sour Apple &amp; Drumsticks are good, will have to look out for the wham one		Loughborough, England
271	2023-01-26 22:06:05+00:00	AdiRice1	@miltonterareum It's a graphic, virtual cards on apple and Google pay first and then physical cards are being issued a few months later, ordered mine, can't wait to beginning using it, groundbreaking 🤟🐺		Nottingham, England
272	2023-01-26 21:36:31+00:00	itsemmanffc	@robbowwfc Reiss will probably say I can't read apple maps either😂		Nottingham, England
273	2023-01-24 23:12:01+00:00	Junxrrcarter	Why was my Apple Music EQ set to Latin 😭😭😭😭	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
274	2023-01-23 09:49:05+00:00	MrSmithInNotts	@la_bonj I always loved the cog wheels settings look. Similar the tape recorder animation for the early Apple podcast app.	Coordinates(longitude=-1.272419, latitude=52.8998504)	Nottingham, UK
275	2023-01-17 17:16:12+00:00	sirwaltonofsmeg	@beyondnrg Apple products	Coordinates(longitude=-1.2501363, latitude=52.921473)	
276	2023-01-17 14:28:32+00:00	jimbouk1980	@every_daydad well done for making it into the Apple news promo video! “You want silence?”	Coordinates(longitude=-1.2501363, latitude=52.921473)	The World!
277	2023-01-16 19:25:43+00:00	swartz_ballcast	"Listen to ""Arsenal derby masterclass | United ensure Manchester is RED | Chelsea's spending spree | ManUnited confirm Weghorst loan deal ""
https://t.co/jkhEsGOtpg on SPOTIFY
https://t.co/ddgnoXAjak on APPLE PODCASTS
https://t.co/KSyC10FnJl on GOOGLE PODCASTS
Kindly stream &amp; share https://t.co/q7wbPMZOOR"	Coordinates(longitude=-1.2501363, latitude=52.921473)	England
278	2023-01-16 10:04:11+00:00	jonfireuk	The CHL era was some of my favourite Panthers memories, seems like a bit like the failed football super league where they don’t want minnows to upset the apple cart 👎	Coordinates(longitude=-1.168719, latitude=52.878778)	
279	2023-01-15 09:26:17+00:00	rosstarbard	@Haro1J @rearlamp @IanDunt Yeah the updates have rolled out for Apple and not Android. Wondering how long I can go without updating	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, UK
