date,username,tweet,near
2023-01-30,ranger_z14,Eli Apple awfully quiet 🤫🤣 #NFLPlayoffs,
2023-01-30,intrepidusone,"@BlackkBoye @Confusingqt ... don't be scared but as Lucas said be careful and don't be stupid and you will be fine, anyone going Sight seeing that isn't a Londoner or at least from the UK be smart with what you take out with you  For example: you don't need a Apple Watch on for going to see the palace",
2023-01-30,nbs_ntu,"Have you listened to our latest podcast yet? 🎙  This episode is a discussion with three female leaders who say there needs to be a culture change to address gender gaps in the workplace.  Listen:  https://t.co/v0GyvayTaZ  Also available on Spotify, Apple and Google Podcasts.  https://t.co/6Hq7IugjGI",
2023-01-30,makinov,We cleared @MoranEmma #Extraordinary over the last 3 days and loved it. Season 2 can’t come soon enough after that cliffhanger! @wildsocialuk spent last night putting a playlist together of the music featured in the show on Apple Music  https://t.co/B0p33WtvsJ,
2023-01-30,moatcollege,"Moat have partnered with Weduc to provide a communication app that cuts through the noise of emails, texts, letters and phone calls. @WeducUK  Find out more and download it for free on Apple  https://t.co/ICBXRf7ntI or Android  https://t.co/2MpVv2J89C  https://t.co/710jZ7LTf0",
2023-01-30,tyliebs,Eli Apple can go to Cancun now!,
2023-01-30,khozaleroi,They need to start cooking Eli apple,
2023-01-30,aliveforevr,Thank God for the eli apple jinx,
2023-01-30,woods_thetiger,Let the roast of Eli Apple begin,
2023-01-30,gothamoutsiders,‼️🦇 AVAILABLE NOW 🦇‼️ Interview with @MarcusTo   Spotify:  https://t.co/OdWwVi3OFf Apple:  https://t.co/rIbqWW9iVp Google:  https://t.co/RuBF15G7TM Amazon:  https://t.co/Ju3aD7pORV  https://t.co/43WhR6slb7,
2023-01-30,thickkyypiggyy,I do love a Eli Apple fuck up tho,
2023-01-30,clssique,Eli Apple has the worst timing on and off the field bruh,
2023-01-30,mack_attack52,eli apple is ass☠️,
2023-01-30,jacknap69203843,@JayRodDogg @KevZCastle As for Chyna. Apple to Oranges. There was no Women’s division in her time. And when there was one she barely wrestled in it.   Also face the facts. Chyna got over because a lot of the men put her over.,
2023-01-30,westknighton,@lxthrdg I brought my iphone X into an Apple shop to get the battery checked - they said it was faulty but there were too many other faults to repair it so for the cost of a new battery (£64 I think) they replaced the whole phone for a new iPhone X.,
2023-01-29,itaintwhoitis,Eli Apple bout to get Player of the Game,
2023-01-29,joylessdave,@powerm1985 Don't touch apple with a barge poll.   Get your self a decent pc and learn davinci resolve for editing,
2023-01-29,nffc1975,"@DonaldJTrumpJr Wonder what would happen if all Memphis police walked out due to defunding, the town would resemble the Purge You need the police, there's bad apples in all carts but remember they aren't all bad Teachers aren't all pedophiles and doctors/nurses aren't all murderers so all cops..",
2023-01-29,zbrag101,"@Brad02928140 @the_only_andy @saiyan_hylian @IGN You said she shouldn't call those bad apples out,  Why are you defending the bad apples if they are not the majority of the fanbase?  https://t.co/OOu6mWRbhS",
2023-01-29,zbrag101,"@Brad02928140 @the_only_andy @saiyan_hylian @IGN ""Theyre a fans of the show""  If these are fans of the show, then they are horrible people,  What kind of fanbase harass and attack an actress for not wearing revealing clothes?  Each fanbase has it's bad apples, sure,  But are you saying all Cowboy Bebop fans are bad apples?🤨",
2023-01-29,cornerofcraft,"@AGamerCrafting I used to love making green apple, pineapple, and cucumber juice. Maybe some extra greens if we had them. So delicious and refreshing.",
2023-01-29,marcie4loc,Apple cider tablets. Anyone tried them?  My review after a month of taking. Improved skin.  https://t.co/GmNCcaoaMN,
2023-01-29,bella_salty,Red Crystal Apple Keyring - Etsy UK #apple #sparkle #valentines   https://t.co/Q0BdDPMWPV,
2023-01-29,jlwarlow,"@TheGalox_ Apple Watch, Apple TV, iPad and AirPods all working together really easily. If I have issue with any just pop into Apple Store, done need to send phone away for a few days. If it’s bad get instant replacement and phone restores from iCloud better than anything else I’ve seen",
2023-01-29,plustovell,"Slow roast belly of pork, crackling, apple sauce, gravy. Mashed potato, cabbage, carrots, roast beetroot. Bottle of Côtes de Bourg.  https://t.co/mi8XxYlZSQ",
2023-01-29,tim_aikin,@henryfenbytaylo That's 4 apple trees in our little orchard now,
2023-01-29,rutty_uk,"Liv Sin - Kali Yuga  Unfamiliar with Liv, but jeez does she have some pipes! Heavy rock with a metal edge. Liv providing everything from growls to soaring Doro-esque crooning. I'm enjoying my random Apple Music picks!   https://t.co/qhsomrbxpP",
2023-01-29,jetectivetomics,robin jason todd it seems i've grown quite fond of you though there are no sexual urges or desires you come to me as a long lost friend whom i once picked apples with in papa's orchard  https://t.co/0y8C2rDwkz,
2023-01-29,tim_aikin,@henryfenbytaylo coxs orange pippin apple.  https://t.co/SEsgQ1mKi2,
2023-01-29,jovial_jester,FUCK @Apple  FIX YOUR GOD DAMN FACETIME BUGS,
2023-01-29,leilagriffiths,@NaturallyFTW I try to do the same for my kids. Especially apples and grapes. But I understand they can pee some of it out so it isn't worth getting seriously broke over,
2023-01-29,pidgepie,@SoVeryBritish Kicked away a crab apple fell and broke my wrist.,
2023-01-29,laurawr0,@JazzAppleUK Love a Jazz apple,
2023-01-29,elizawillis06,Um? Just because pee kinda looks like apple juice does not mean I have a piss kink.,
2023-01-28,malvikajaganmo1,"If you haven't already caught up, @Maddie__Whelan2 and I have recorded the latest ep of @PEmbarrassing: a bumper case law episode to get you on top of your CPD in the new year! Check it out on Apple Pods, Spotify or wherever you listen to your podcasts.   https://t.co/2aSLF2CeC5",
2023-01-28,melandgim,@complete_tripe We’re on apple and all the others…  https://t.co/EBXwVspdSt,
2023-01-28,nottscider,@immortaljohn 🙂 'Gribble' is a term used for an apple tree sapling that grows from an apple pip? So noun rather than verb. 👍,
2023-01-28,sofrolushes,Reading apple health and thankful my earphone volume average has gone down. As for the other stuff so much to read and understand. I just need to exercise more move more and shift some fat,
2023-01-28,priestwendy,@rev_heather You are the second person in these thread to blow my mind with the revelation that people have cheese on apple pie! Have you met @ImogenSD 😉 I feel my eyes have been opened to a whole new culinary paradigm.,
2023-01-28,dcaureview,"Listen links for our latest review, where we chat about 2 more Zeta episodes! #DCAU #BringBackZeta  🍎 Apple Podcasts:  https://t.co/aUpLDhzMhe  ⚓️ Anchor:  https://t.co/YuW1QrvhIT  🟢 Spotify:  https://t.co/KBNd1Cv2UL  📺 YouTube:  https://t.co/GfFiTe41qX  https://t.co/zqDRjtG1Sd",
2023-01-28,jrsisson1978,"@Rainmaker1973 Never mind the boat, what’s happening with that apple?",
2023-01-28,bodega_papi_219,Cookie n Apple juice -Cam'ron #poojams,
2023-01-28,stephenbrader,@MrCrapHead @sondesix Samsung has added camera features of new phone in the past to the previous model like night mode and portrait mode video came to the old model with update but apple keeps it exclusively for new model to make u buy it even though the older model would easily handle the feature,
2023-01-28,stephenbrader,@MrCrapHead @sondesix Each new chip isp enables them to do better proccesing without having a long shutter lag or delay proccesing it and the s21u zoom didnt get updated to make it as good as s22u there in the business of selling new phones but there not as bad as apple when it comes to this,
2023-01-28,nottscider,"Spent morning lifting various #apple #trees, gribbles, self-set #Damson &amp; #Hazel out the garden, &amp; carting them over the road to plant up a project with the Hucknall Wildlife Group. Next is to lift &amp; split the rare Welland Valley Rhubarb. Need a few of these first - flagging! 🫤  https://t.co/IGL3NQffVV",
2023-01-28,tidy_trees,"Trimming a mixed hedge, Conifer hedge and pruning 2 Apple trees for a regular customer in Bradmore Nottingham. #TidyTrees #TreeSurgeonNottingham  https://t.co/FEcG7dnGAC",
2023-01-28,matthewwalne,"@stevemartincfp @Apple I don’t use Unipass but don’t want to have to write to every business to update my office address, if only  could do that!",
2023-01-28,shipmanshots,Have Apple stopped doing iPods? #apple #ipod #ipodtouch #appleipod #music #applemusic,
2023-01-28,thefazed,"OUT A WEEK ON MONDAY - 6TH FEB! (On all major platforms - Spotify, Amazon Music, Apple Music, ITunes etc)  https://t.co/r1B5hbjof2",
2023-01-28,andy_kingdon,@SustainableTall That's comparing apples with escalators. Nuclear storage involves  very bespoke subsurface facilities which by definition have multi-decade length construction in unforeseeable conditions. Solar farms are system built from uniform components on the surface.,
2023-01-28,mobile_apps99,Apple makes app pricing more flexible on App Store  https://t.co/NB0BB0KwJK,
2023-01-28,cozmologyy,@sneaky_eclipse Apple Music &gt;,
2023-01-28,g__division,Not even I’m as stubborn as Apple gatekeeping personalised ringtones and alerts in 2023.,
2023-01-28,prateekm1,"“The nitrogen in our DNA, the calcium in our teeth, the iron in our blood, the carbon in our apple pies were made in the interiors of collapsing stars. We are all stardust. The cosmos is within us. We are a way for the universe to know itself.""― Carl Sagan, Cosmos.  https://t.co/ruPPP5I0t6",
2023-01-28,bankzynffc,"@JasonBucklen @LanceTHESPOKEN Everyone knows Arrowhead is the loudest stadium, with what Hilton is saying, how arrogant chase is and what Eli Apple was saying last year the Chiefs fans will be up for it. Ask Lawrence what happened after his comments, bro could barely hear himself think",
2023-01-28,rondc27,"@ACTBrigitte Finish that saying. It’s meaningless unless you say the whole thing.   That’s goes, “A few bad apples spoil the bunch”.  The saying has had variations for centuries. But you’re missing the point of the meaning.  https://t.co/t6P4Sczez8",
2023-01-28,ziggy__mercury,Didn’t properly wash the washing up liquid out my bottle so I’m enjoying strawberry and apple dilute with a hint of fairy liquid 😍😍,
2023-01-28,javathebuni,@ScribblesCreme Apple cat cat meow,
2023-01-27,leicestermark,@JordanLukeGage Carvery followed by apple crumble. All the stodge please 😆,
2023-01-27,gautrek,"@theJeremyVine @Lord_nikon0131 @Sh3zz4 @monsieurballard @LdnRiders @MikeyCycling @MarinaPurkiss @feckitdotcom @betterstreetskc @katherinedunne @willnorman @mzdt You really are an angry man aren't you. I thought you said the taxi was parked. So what is the problem eating an apple? Why do you filter down the side of buses , trucks and vans? I never do when filtering on my motorcycle. Too dangerous I'm afraid. Too many blind spots",
2023-01-27,ruth_willott,"@Apple Not impressed. Lost Apple ID. Used the appropriate website - promised to send me a text (3 weeks later) - no text sent. Rang apple support, who made me do the entire above again and still no text sent. Have new computer that I can't use because no apple ID.",
2023-01-27,thechamppod,NEW EPISODE FROM OUTTA NOWHERE!  Go behind the scenes with @antmcginley and @damienstjohn and explore the flip side of the ring.     🍎 Apple  https://t.co/rxDoJMgUV2  🟢 Spotify  https://t.co/PokzsCdtWt  https://t.co/93iIAz0svI,
2023-01-27,priestwendy,@ImogenSD Cheese or hot cross bun on apple pie?! My mind is boggled.,
2023-01-27,mm_l_007,@jimcramer $AAPL next. The short squeeze on Apple will cause hair growth on Jim.  https://t.co/YYEth5XKXn,
2023-01-27,mm_l_007,@NorthmanTrader Apple will beat that next $AAPL,
2023-01-27,angelabolster,@AshleyCourtTV @Apple @lawyerschiff @jackrice On fire @AshleyCourtTV @lawyerschiff @jackrice  https://t.co/JIKhQl347q,
2023-01-27,xgokiickrockszx,The money you spend on Netflix makes Netflix rich  The money you spend on a new iPhone makes Apple rich.  Your bills make other people rich.  When are you going to start buying assets for yourself and making yourself rich?  Assets make you rich.  Act accordingly. 👏,
2023-01-27,stephenbrader,@HitThemHiigh @UniverseIce @rquandt Then you will never get the max brightness apple probably has higher max brightnees without auto brightness enabled but they both are the same afaik where it will activate a secret higher brightness mode if u have auto brightness enabled just enable auto brightness when outdoors,
2023-01-27,gooii_design,"What are your predictions for #AR &amp; #VR in 2023? In our latest blog, Gooii Director Phil outlines the top #XR trends for this year and what they might mean for Gooii’s clients, from Apple’s long rumoured AR headset to the exciting possibilities of #WebXR   https://t.co/tXoV4ugUo8  https://t.co/DFsQ118U7t",
2023-01-27,jack__jonas,"Mad that Apple tell you in store they can’t repair weather damage but insurance companies seem to think they can (and fail, twice) 🙄🙄",
2023-01-27,nobl3supr3me,@DisTrackers Big Apple deserves to be liquidated for how bad their business is,
2023-01-27,shadesking,@milltownbros @LlSTENlNG_PARTY Slinky is a ridiculously brilliant album. Apple Green just sneaks in as my favourite track 👍🏻♥️,
2023-01-27,keith53500291,@AngelaRayner Why should taxpayers have to fund your apple products which are not cheap,
2023-01-27,psscattergood,"@FeastFish Good question.  I'd say burrito, French fries, apples, vegan wine gums and doughnuts.",
2023-01-27,connectedsys,"Last month, Apple announced the winners of its annual App Store Awards. Will any of these take over your life? #Apple #AppStoreAwards #AppWinners  https://t.co/TgKO7d6xJU",
2023-01-27,matt_trickytree,@Tommypolee One bad apple out of 23 isn't bad going. He is utterly useless from what I've seen of him.,
2023-01-27,_tanyaartist,"Buy shares to PLT, APPLE AND TESLA 🤗",
2023-01-27,d16584667,@DrAnitaBEtin Because obese is a descriptive word describing a persons state of health. The N word is a straight racist insult. Apples and pears,
2023-01-27,ffspod,"#209 One In, None Out  Rob &amp; Pete bemoan the lack of transfer activity and the continuation of #LCFC poor form with deadline day approaching!   To listen 🎧 ⬇️  🔹 Apple iTunes:  https://t.co/EskRtvn9QE 🔹 SoundCloud:  https://t.co/KXErE5SwTQ 🔹 Spotify:  https://t.co/butjm0I6BG  https://t.co/PJXMclASYw",
2023-01-27,plustovell,@britsymphcup @OsakaPhil @BBCNOW The whole symphony is available on Apple Music right now,
2023-01-27,dohndoggett,@kashmechanel I ironically I scrolled past one in my Apple playlists earlier. Had a pic of the female I was with and everything. 😂😂😂,
2023-01-27,rondc27,@allitude You could contact Apple Care and learn how to store the audio file somewhere else,
2023-01-27,wayneetech,"Apple Events won't be same without his tweets☹️ Such a great tech mind.. RIP @muppathimoonu_  ""Switch to Linux""...",
2023-01-27,murcielagoman12,@fromlos With apple cider ?,
2023-01-27,silverdtb,@eyesonisiss GREAT ANSWER !!! ( me when i see apple juice)  https://t.co/HWWeOJ7xmH,
2023-01-26,jamesswain92,@GaryMarriott73 @emilybastow_ They have mistaken that for 2 pints of apple juice 🤣 hope your good mate 👍,
2023-01-26,stevecampsall,@RevRichardColes Apple’s headphones (uniquely?) cut out and TV and conversation nigh on completely. They amazed me.,
2023-01-26,pray4thebatman,@Project_Veritas Now you have an excuse to ditch Apple and get an Android tablet. :p,
2023-01-26,jakatta75,@VaxxersAnti Why was she passing her neighbour an apple?  https://t.co/q9ybmLQtLh,
2023-01-26,rickeaglestone,"@wts90sglory The Sour Apple &amp; Drumsticks are good, will have to look out for the wham one",
2023-01-26,adirice1,"@miltonterareum It's a graphic, virtual cards on apple and Google pay first and then physical cards are being issued a few months later, ordered mine, can't wait to beginning using it, groundbreaking 🤟🐺",
2023-01-26,itsemmanffc,@robbowwfc Reiss will probably say I can't read apple maps either😂,
2023-01-24,junxrrcarter,Why was my Apple Music EQ set to Latin 😭😭😭😭,
2023-01-23,mrsmithinnotts,@la_bonj I always loved the cog wheels settings look. Similar the tape recorder animation for the early Apple podcast app.,
2023-01-17,sirwaltonofsmeg,@beyondnrg Apple products,
2023-01-17,jimbouk1980,@every_daydad well done for making it into the Apple news promo video! “You want silence?”,
2023-01-16,swartz_ballcast,"Listen to ""Arsenal derby masterclass | United ensure Manchester is RED | Chelsea's spending spree | ManUnited confirm Weghorst loan deal ""  https://t.co/jkhEsGOtpg on SPOTIFY  https://t.co/ddgnoXAjak on APPLE PODCASTS  https://t.co/KSyC10FnJl on GOOGLE PODCASTS Kindly stream &amp; share  https://t.co/q7wbPMZOOR",
2023-01-16,jonfireuk,"The CHL era was some of my favourite Panthers memories, seems like a bit like the failed football super league where they don’t want minnows to upset the apple cart 👎",
2023-01-15,rosstarbard,@Haro1J @rearlamp @IanDunt Yeah the updates have rolled out for Apple and not Android. Wondering how long I can go without updating,
2023-01-12,parmjitsagoo,This week’s coping mechanisms…watching pandas playing in snow and porcupines eating apples!   #producerlife #wellbeing,
2023-01-11,junxrrcarter,"Apple Music pissing me off, where the fuck has bags and boxes 3 gone ? Never even had 2 on it . KMT",
2023-01-11,gemilouisexo,@megggggggggie Its a samsung - cant work apple phones to save my life 😂,
2023-01-07,clivebagley,@fabulucy Don't trust Apple anything.,
2023-01-06,tracyoshea10,@DavidHarpham77 The apple doesn't fall far from the tree as they say!,
2023-01-04,morg_gracexo,Any apple breaking moment is a favourite jongho moment😭  https://t.co/DIyKDc5li3,
2023-01-02,ponyponypony4,Eep! Beyond the Ice Palace. Forgot all about the killer apple cores.,
